Student_ID,University,Course,Specialization,Year_of_Study,Gender,Attendance_Percentage,Internal_Marks,External_Marks,CGPA,Placement_Status
1001087,Delhi University,MBA,Data Science,2,Female,93.39,26,24,7.64,Not Placed
1001088,Delhi University,MBA,Computer Science,2,Male,93.07,20,43,9.44,Placed
1001089,JNTU Hyderabad,B.Sc,Marketing,1,Male,78.0,11,60,6.11,Placed
1001090,Pune University,B.Sc,Data Science,1,Female,73.77,25,34,7.39,Placed
1001091,Pune University,B.Com,Civil,3,Male,92.7,26,46,6.85,Not Placed
1001092,JNTU Hyderabad,MBA,Finance,3,Male,88.69,23,41,9.78,Not Placed
1001093,Anna University,B.Sc,Mechanical,3,Female,64.24,15,43,5.25,Placed
1001094,Pune University,MCA,Data Science,3,Female,67.45,21,55,9.27,Not Placed
1001095,Mumbai University,B.Sc,Mechanical,3,Male,75.88,19,62,4.45,Placed
1001096,JNTU Hyderabad,MBA,Mechanical,3,Male,77.0,25,41,9.33,Not Placed
1001097,Pune University,B.Tech,Marketing,1,Male,96.38,26,52,5.89,Placed
1001098,Anna University,B.Com,Civil,1,Male,58.51,28,27,8.31,Placed
1001099,Anna University,B.Sc,Data Science,1,Male,83.53,12,55,9.29,Not Placed
1001100,Mumbai University,B.Com,Finance,3,Female,74.68,15,23,4.9,Placed
1001101,Mumbai University,B.Sc,Civil,3,Male,79.99,15,42,5.31,Placed
1001102,Pune University,B.Tech,Finance,1,Female,85.08,25,32,7.14,Not Placed
1001103,Anna University,BBA,Data Science,4,Female,59.01,10,27,4.04,Placed
1001104,Anna University,B.Tech,Civil,4,Female,67.8,16,36,8.25,Not Placed
1001105,Delhi University,B.Com,Civil,1,Female,71.58,22,43,5.16,Placed
1001106,Anna University,MCA,Data Science,1,Male,55.94,17,54,4.69,Not Placed
1001107,Mumbai University,BBA,Computer Science,4,Female,98.21,18,48,8.31,Placed
1001108,Pune University,B.Tech,Computer Science,4,Female,75.2,22,38,9.7,Not Placed
1001109,Mumbai University,B.Tech,Finance,4,Female,60.69,13,58,5.14,Placed
1001110,JNTU Hyderabad,B.Com,Computer Science,2,Male,81.13,14,53,6.76,Not Placed
1001111,JNTU Hyderabad,B.Sc,Finance,3,Male,82.56,15,23,4.17,Placed
1001112,Delhi University,BBA,Civil,3,Female,66.29,21,21,7.1,Placed
1001113,Anna University,MCA,Finance,3,Male,83.09,24,24,7.23,Placed
1001114,Delhi University,MCA,Computer Science,4,Male,58.79,10,63,6.14,Placed
1001115,JNTU Hyderabad,B.Com,Computer Science,2,Male,57.88,19,50,8.19,Not Placed
1001116,Delhi University,B.Com,Marketing,2,Female,76.0,25,51,6.37,Placed
1001117,JNTU Hyderabad,B.Sc,Civil,4,Female,73.45,11,50,9.25,Placed
1001118,Pune University,MCA,Computer Science,1,Male,81.26,26,37,7.89,Placed
1001119,Delhi University,B.Tech,Data Science,4,Female,68.29,10,41,8.35,Not Placed
1001120,Delhi University,MBA,Mechanical,2,Female,86.76,21,25,5.68,Placed
1001121,Delhi University,B.Sc,Civil,2,Male,88.37,16,52,4.65,Placed
1001122,JNTU Hyderabad,B.Com,Finance,3,Female,96.97,22,54,5.07,Placed
1001123,JNTU Hyderabad,B.Com,Mechanical,1,Female,70.27,18,62,5.44,Not Placed
1001124,Delhi University,BBA,Data Science,2,Female,92.57,20,50,9.03,Placed
1001125,Delhi University,B.Sc,Mechanical,3,Male,95.86,11,59,9.59,Placed
1001126,JNTU Hyderabad,MBA,Data Science,2,Male,74.2,28,27,7.56,Placed
1001127,Mumbai University,MCA,Finance,4,Female,99.23,28,30,7.85,Placed
1001128,Pune University,B.Tech,Mechanical,3,Male,97.63,10,36,7.76,Placed
1001129,JNTU Hyderabad,B.Sc,Marketing,1,Female,60.68,16,68,5.87,Placed
1001130,JNTU Hyderabad,B.Tech,Finance,2,Male,85.41,22,23,5.13,Placed
1001131,Pune University,B.Tech,Data Science,1,Male,93.13,25,31,8.87,Not Placed
1001132,Anna University,B.Tech,Computer Science,3,Male,67.64,29,67,6.49,Placed
1001133,Delhi University,MBA,Civil,1,Male,92.87,24,58,8.0,Not Placed
1001134,Pune University,MCA,Mechanical,1,Female,99.07,12,31,8.93,Not Placed
1001135,Pune University,B.Com,Computer Science,2,Male,82.13,17,36,7.89,Placed
1001136,Pune University,MBA,Computer Science,4,Female,96.32,21,62,7.45,Placed
1001137,JNTU Hyderabad,BBA,Data Science,2,Female,85.86,15,28,9.09,Placed
1001138,Pune University,B.Com,Civil,3,Female,60.14,12,37,4.61,Not Placed
1001139,Mumbai University,MBA,Civil,3,Female,63.41,26,25,5.21,Not Placed
1001140,Anna University,MCA,Computer Science,2,Male,67.47,10,55,8.05,Placed
1001141,Pune University,B.Com,Mechanical,3,Female,73.49,10,43,7.17,Not Placed
1001142,Delhi University,BBA,Computer Science,4,Male,57.85,13,44,5.15,Placed
1001143,Delhi University,B.Com,Civil,2,Female,86.39,24,30,5.79,Not Placed
1001144,Anna University,B.Com,Civil,4,Male,61.24,11,33,8.31,Not Placed
1001145,Mumbai University,MCA,Mechanical,1,Male,67.58,17,41,4.94,Placed
1001146,Delhi University,BBA,Mechanical,2,Female,96.59,19,32,5.93,Placed
1001147,Delhi University,MCA,Mechanical,2,Male,86.29,20,62,4.18,Placed
1001148,Mumbai University,BBA,Data Science,2,Male,62.5,15,43,8.98,Not Placed
1001149,Anna University,B.Tech,Marketing,4,Female,90.3,27,32,7.0,Not Placed
1001150,Mumbai University,B.Com,Computer Science,2,Female,87.97,23,39,9.91,Placed
1001151,Mumbai University,MBA,Civil,1,Male,73.94,19,36,8.83,Placed
1001152,Delhi University,BBA,Mechanical,4,Male,89.14,21,44,8.72,Placed
1001153,Mumbai University,B.Sc,Marketing,1,Female,80.71,28,31,7.45,Placed
1001154,Anna University,BBA,Computer Science,4,Female,63.68,26,63,8.97,Placed
1001155,JNTU Hyderabad,B.Sc,Mechanical,3,Female,94.42,23,61,9.57,Placed
1001156,Mumbai University,B.Tech,Civil,1,Male,65.83,11,36,9.16,Not Placed
1001157,Mumbai University,B.Tech,Civil,3,Male,61.0,26,58,7.74,Not Placed
1001158,JNTU Hyderabad,BBA,Marketing,3,Female,86.41,17,46,8.95,Placed
1001159,Delhi University,B.Tech,Data Science,1,Male,99.15,12,26,8.5,Placed
1001160,Pune University,MCA,Data Science,2,Male,81.58,22,64,9.39,Not Placed
1001161,Pune University,MBA,Civil,1,Female,58.22,19,28,6.62,Placed
1001162,Delhi University,B.Sc,Data Science,4,Male,85.3,10,67,5.44,Placed
1001163,Pune University,B.Sc,Civil,3,Female,93.39,23,50,9.7,Placed
1001164,Pune University,B.Sc,Finance,4,Male,95.03,15,20,7.18,Placed
1001165,Pune University,MCA,Mechanical,1,Female,93.62,11,34,9.52,Placed
1001166,Anna University,B.Tech,Marketing,2,Male,58.45,15,30,8.65,Placed
1001167,Delhi University,B.Com,Finance,3,Female,71.52,22,66,9.21,Placed
1001168,Mumbai University,BBA,Computer Science,1,Male,80.55,11,38,8.5,Placed
1001169,Mumbai University,B.Tech,Finance,4,Female,61.57,18,56,4.13,Placed
1001170,Mumbai University,MBA,Civil,4,Male,65.57,15,47,7.58,Placed
1001171,Delhi University,B.Com,Mechanical,3,Male,55.68,12,53,7.02,Placed
1001172,Anna University,B.Tech,Data Science,2,Male,96.15,16,26,6.3,Placed
1001173,Anna University,MCA,Data Science,3,Female,97.15,25,57,5.18,Placed
1001174,Delhi University,MBA,Data Science,2,Female,56.0,11,37,6.36,Placed
1001175,Mumbai University,BBA,Mechanical,1,Female,80.39,13,22,6.57,Placed
1001176,JNTU Hyderabad,BBA,Marketing,1,Female,84.88,19,52,8.73,Placed
1001177,JNTU Hyderabad,B.Com,Finance,1,Female,98.02,16,58,7.39,Placed
1001178,Pune University,BBA,Finance,2,Male,96.25,21,48,6.62,Placed
1001179,Delhi University,BBA,Civil,4,Female,87.67,26,45,5.76,Not Placed
1001180,Anna University,MBA,Mechanical,4,Male,95.39,21,52,7.03,Placed
1001181,JNTU Hyderabad,B.Tech,Computer Science,4,Male,73.64,14,27,5.85,Placed
1001182,Mumbai University,MCA,Data Science,2,Female,94.16,10,42,8.04,Not Placed
1001183,Delhi University,B.Com,Mechanical,1,Female,62.11,14,50,8.62,Not Placed
1001184,Delhi University,MBA,Finance,4,Female,72.44,13,37,7.14,Placed
1001185,Anna University,BBA,Civil,4,Female,79.92,18,32,4.63,Placed
1001186,JNTU Hyderabad,B.Tech,Civil,1,Female,57.85,16,26,5.48,Placed
1001187,Anna University,B.Sc,Marketing,3,Female,58.09,28,64,9.88,Not Placed
1001188,Mumbai University,B.Com,Marketing,3,Female,99.37,14,60,6.9,Placed
1001189,Anna University,BBA,Civil,3,Male,98.92,13,61,7.32,Placed
1001190,Mumbai University,B.Sc,Civil,1,Female,70.22,18,68,6.32,Placed
1001191,Pune University,B.Sc,Mechanical,4,Female,68.73,25,24,6.12,Placed
1001192,Delhi University,MBA,Marketing,4,Male,92.59,27,46,8.96,Not Placed
1001193,Mumbai University,B.Sc,Computer Science,2,Male,98.11,14,50,6.34,Placed
1001194,Mumbai University,B.Sc,Data Science,4,Female,57.88,29,48,6.85,Not Placed
1001195,JNTU Hyderabad,BBA,Mechanical,4,Female,93.6,17,32,9.31,Not Placed
1001196,Delhi University,BBA,Civil,2,Male,96.28,10,64,5.29,Placed
1001197,Anna University,MCA,Marketing,4,Male,75.39,27,34,4.44,Placed
1001198,Delhi University,B.Sc,Finance,4,Male,92.23,10,62,6.28,Not Placed
1001199,JNTU Hyderabad,B.Com,Civil,3,Male,56.84,12,64,5.46,Placed
1001200,Delhi University,MCA,Data Science,1,Male,66.51,23,50,6.97,Placed
1001201,Mumbai University,MBA,Computer Science,2,Female,98.61,21,52,8.82,Placed
1001202,Mumbai University,B.Sc,Computer Science,3,Female,64.32,20,54,9.21,Not Placed
1001203,Pune University,MBA,Marketing,4,Other,90.88,26,59,6.39,Placed
1001204,Mumbai University,B.Tech,Data Science,1,Male,68.13,23,34,8.75,Placed
1001205,JNTU Hyderabad,B.Sc,Mechanical,3,Female,67.89,25,33,6.62,Placed
1001206,Pune University,B.Com,Marketing,1,Male,65.05,11,28,4.59,Placed
1001207,Pune University,B.Sc,Marketing,4,Male,98.23,29,34,8.25,Not Placed
1001208,Pune University,B.Tech,Civil,3,Female,78.56,27,69,8.22,Placed
1001209,JNTU Hyderabad,BBA,Computer Science,1,Male,72.36,12,22,5.41,Placed
1001210,JNTU Hyderabad,MBA,Data Science,4,Female,69.34,25,28,4.69,Placed
1001211,Mumbai University,BBA,Mechanical,3,Male,58.65,21,62,6.02,Placed
1001212,Delhi University,MBA,Mechanical,1,Female,91.73,18,36,4.08,Not Placed
1001213,Mumbai University,BBA,Finance,4,Female,90.36,16,44,8.57,Not Placed
1001214,Anna University,MBA,Data Science,2,Male,77.07,22,23,8.65,Placed
1001215,Mumbai University,B.Sc,Computer Science,2,Male,64.86,15,44,8.94,Placed
1001216,Mumbai University,B.Tech,Computer Science,3,Male,58.2,26,52,7.38,Placed
1001217,Pune University,B.Com,Computer Science,3,Male,59.31,27,25,7.96,Placed
1001218,JNTU Hyderabad,MBA,Marketing,1,Female,67.62,12,53,8.83,Placed
1001219,JNTU Hyderabad,B.Sc,Mechanical,3,Female,70.1,24,54,8.65,Placed
1001220,Mumbai University,MBA,Data Science,3,Male,78.67,15,57,6.6,Placed
1001221,Anna University,MBA,Computer Science,3,Female,85.35,13,64,5.96,Not Placed
1001222,JNTU Hyderabad,B.Sc,Data Science,3,Female,99.01,18,46,9.4,Placed
1001223,Anna University,B.Tech,Computer Science,3,Male,94.6,29,53,5.13,Not Placed
1001224,JNTU Hyderabad,B.Sc,Marketing,4,Female,76.23,25,46,6.02,Not Placed
1001225,Anna University,MBA,Mechanical,2,Female,61.15,17,40,4.08,Placed
1001226,Delhi University,MCA,Computer Science,2,Female,96.07,11,41,9.1,Placed
1001227,Pune University,B.Com,Civil,1,Female,68.8,15,28,9.99,Placed
1001228,Anna University,B.Sc,Marketing,2,Male,72.89,19,46,5.85,Placed
1001229,Anna University,B.Com,Data Science,1,Female,83.4,19,69,6.61,Not Placed
1001230,Delhi University,MBA,Mechanical,2,Female,96.18,16,66,9.06,Placed
1001231,Mumbai University,MCA,Mechanical,4,Female,62.61,23,61,4.29,Placed
1001232,Delhi University,MBA,Mechanical,3,Female,66.21,14,26,7.81,Placed
1001233,JNTU Hyderabad,MBA,Mechanical,2,Male,57.18,20,24,7.66,Placed
1001234,Pune University,B.Sc,Data Science,2,Male,74.87,25,27,5.08,Placed
1001235,Delhi University,BBA,Marketing,2,Female,87.92,28,30,8.93,Placed
1001236,Anna University,MCA,Computer Science,2,Female,79.41,25,50,5.76,Not Placed
1001237,JNTU Hyderabad,B.Sc,Finance,2,Male,67.38,15,56,4.01,Placed
1001238,Pune University,B.Com,Computer Science,1,Male,63.6,16,53,4.62,Placed
1001239,Delhi University,B.Sc,Mechanical,4,Male,83.72,25,32,4.25,Placed
1001240,Delhi University,B.Sc,Data Science,1,Male,88.49,19,27,9.29,Not Placed
1001241,JNTU Hyderabad,B.Com,Finance,2,Female,95.04,20,59,5.88,Placed
1001242,Pune University,MCA,Civil,3,Male,61.27,15,67,5.29,Not Placed
1001243,JNTU Hyderabad,BBA,Civil,1,Male,84.34,26,41,7.57,Placed
1001244,Pune University,B.Sc,Computer Science,2,Male,58.85,17,65,7.49,Placed
1001245,Pune University,BBA,Data Science,2,Female,56.73,10,25,8.24,Placed
1001246,Pune University,B.Sc,Data Science,3,Female,93.02,19,44,7.57,Placed
1001247,JNTU Hyderabad,BBA,Marketing,4,Female,75.9,11,41,6.15,Placed
1001248,Mumbai University,MBA,Mechanical,2,Female,64.63,26,24,5.18,Placed
1001249,Pune University,B.Sc,Computer Science,2,Female,89.14,21,43,8.88,Not Placed
1001250,Mumbai University,MCA,Data Science,2,Female,80.5,22,43,8.05,Not Placed
1001251,JNTU Hyderabad,B.Sc,Finance,3,Male,56.61,27,39,6.73,Placed
1001252,Mumbai University,B.Com,Marketing,1,Male,65.94,14,64,9.04,Placed
1001253,Anna University,MBA,Marketing,1,Female,59.85,25,34,8.53,Not Placed
1001254,JNTU Hyderabad,MCA,Mechanical,1,Male,95.14,22,57,7.12,Not Placed
1001255,Pune University,B.Sc,Computer Science,3,Female,80.46,28,60,5.72,Placed
1001256,Mumbai University,B.Tech,Civil,2,Male,93.5,13,24,7.96,Placed
1001257,Anna University,B.Com,Computer Science,3,Female,82.37,14,44,8.52,Not Placed
1001258,Pune University,B.Sc,Civil,1,Male,74.46,15,50,6.06,Placed
1001259,Pune University,MBA,Computer Science,2,Female,57.01,22,67,5.7,Placed
1001260,Pune University,MBA,Finance,1,Male,62.83,14,51,5.42,Not Placed
1001261,Anna University,MBA,Mechanical,2,Male,94.34,17,23,4.65,Placed
1001262,Delhi University,MBA,Finance,3,Male,58.15,12,25,5.51,Placed
1001263,Pune University,BBA,Mechanical,4,Male,83.13,20,38,8.51,Placed
1001264,JNTU Hyderabad,BBA,Data Science,1,Female,64.27,18,59,6.73,Placed
1001265,Anna University,MBA,Computer Science,4,Male,82.91,26,53,5.63,Placed
1001266,Delhi University,MBA,Mechanical,4,Male,67.42,17,32,8.75,Placed
1001267,Mumbai University,MBA,Finance,2,Male,56.55,12,60,6.41,Placed
1001268,Mumbai University,B.Com,Mechanical,3,Male,81.2,27,66,6.58,Not Placed
1001269,Mumbai University,B.Com,Marketing,4,Female,64.23,20,41,5.93,Placed
1001270,Pune University,MCA,Civil,2,Female,83.55,13,20,4.92,Placed
1001271,Pune University,B.Tech,Data Science,4,Female,56.75,17,55,8.56,Not Placed
1001272,Anna University,BBA,Data Science,4,Female,89.65,26,31,8.28,Not Placed
1001273,JNTU Hyderabad,MCA,Computer Science,3,Male,89.91,17,23,6.81,Placed
1001274,Anna University,B.Com,Marketing,1,Male,94.7,21,61,4.17,Not Placed
1001275,Delhi University,MCA,Finance,2,Female,96.02,29,50,4.6,Placed
1001276,Mumbai University,B.Sc,Marketing,1,Male,95.4,23,50,4.13,Placed
1001277,Pune University,B.Sc,Finance,1,Female,74.64,12,45,6.78,Placed
1001278,Anna University,B.Com,Civil,1,Male,80.82,20,68,6.18,Placed
1001279,Delhi University,B.Tech,Marketing,3,Male,62.32,22,29,4.58,Not Placed
1001280,JNTU Hyderabad,B.Tech,Marketing,1,Female,67.97,22,69,8.55,Placed
1001281,Anna University,BBA,Civil,2,Female,71.69,11,53,7.78,Not Placed
1001282,Anna University,B.Tech,Data Science,1,Male,94.59,13,58,7.47,Not Placed
1001283,Anna University,BBA,Computer Science,2,Male,97.18,21,67,7.42,Placed
1001284,Anna University,B.Tech,Civil,2,Male,88.62,13,49,4.97,Not Placed
1001285,Pune University,BBA,Computer Science,3,Female,55.73,18,25,6.93,Placed
1001286,Mumbai University,B.Sc,Civil,1,Male,59.94,14,53,7.75,Not Placed
1001287,Mumbai University,BBA,Finance,1,Female,60.65,22,69,9.09,Not Placed
1001288,Delhi University,B.Sc,Civil,4,Female,98.52,12,55,6.14,Not Placed
1001289,JNTU Hyderabad,B.Sc,Data Science,2,Female,85.54,16,47,5.9,Placed
1001290,Anna University,BBA,Marketing,4,Male,78.86,25,53,4.18,Placed
1001291,Pune University,BBA,Mechanical,2,Female,71.87,18,31,5.44,Placed
1001292,Delhi University,BBA,Finance,1,Female,97.46,12,24,6.4,Not Placed
1001293,Mumbai University,MCA,Marketing,4,Male,84.32,25,33,8.39,Not Placed
1001294,Mumbai University,MCA,Computer Science,2,Male,91.27,27,28,4.68,Not Placed
1001295,Pune University,B.Sc,Mechanical,1,Female,64.43,28,66,6.42,Placed
1001296,Pune University,B.Com,Civil,1,Female,97.37,20,40,6.05,Placed
1001297,Pune University,MBA,Data Science,3,Female,68.6,18,67,9.34,Not Placed
1001298,Delhi University,MBA,Data Science,2,Female,58.64,27,37,5.1,Placed
1001299,Pune University,BBA,Computer Science,1,Male,91.03,21,49,8.05,Placed
1001300,JNTU Hyderabad,BBA,Mechanical,4,Male,84.6,10,53,7.6,Placed
1001301,Delhi University,MBA,Civil,3,Female,68.94,15,54,6.82,Not Placed
1001302,Delhi University,B.Tech,Finance,1,Male,77.51,10,53,4.78,Placed
1001303,Mumbai University,B.Tech,Civil,2,Male,98.55,23,20,4.39,Placed
1001304,Delhi University,B.Sc,Mechanical,2,Male,56.07,11,51,7.01,Not Placed
1001305,Pune University,B.Sc,Finance,4,Male,70.1,29,50,4.82,Not Placed
1001306,Anna University,MCA,Mechanical,3,Male,98.33,10,58,5.87,Placed
1001307,JNTU Hyderabad,B.Sc,Finance,2,Female,71.51,16,47,6.73,Placed
1001308,Anna University,MCA,Data Science,1,Female,86.93,27,61,9.27,Not Placed
1001309,Mumbai University,BBA,Marketing,1,Female,97.25,26,53,5.92,Not Placed
1001310,JNTU Hyderabad,MBA,Marketing,4,Female,79.2,11,63,5.06,Not Placed
1001311,Mumbai University,B.Sc,Computer Science,2,Female,86.5,22,68,9.17,Not Placed
1001312,JNTU Hyderabad,MBA,Marketing,2,Male,99.86,16,24,8.92,Placed
1001313,Delhi University,MCA,Marketing,3,Female,99.37,28,56,4.67,Placed
1001314,Pune University,MBA,Data Science,1,Male,99.82,23,34,9.29,Not Placed
1001315,JNTU Hyderabad,MCA,Marketing,3,Female,75.4,10,22,7.15,Placed
1001316,Pune University,BBA,Civil,1,Female,79.54,22,38,9.02,Placed
1001317,Anna University,B.Com,Computer Science,3,Female,89.16,17,63,7.75,Not Placed
1001318,Anna University,BBA,Mechanical,4,Male,66.68,22,64,6.31,Not Placed
1001319,Anna University,B.Com,Computer Science,2,Female,95.98,24,26,7.65,Placed
1001320,JNTU Hyderabad,B.Tech,Computer Science,2,Female,62.94,29,66,6.48,Placed
1001321,Delhi University,B.Sc,Finance,3,Male,82.73,29,34,6.31,Placed
1001322,Delhi University,BBA,Data Science,1,Male,82.64,17,20,6.23,Not Placed
1001323,Delhi University,B.Com,Mechanical,1,Female,93.29,13,69,6.78,Placed
1001324,Delhi University,B.Sc,Marketing,2,Male,95.3,25,45,9.03,Placed
1001325,Mumbai University,BBA,Data Science,1,Male,94.2,16,42,8.57,Placed
1001326,Mumbai University,MBA,Civil,1,Female,56.11,15,41,9.83,Not Placed
1001327,Anna University,B.Tech,Mechanical,4,Male,59.41,21,31,4.19,Placed
1001328,Mumbai University,B.Tech,Data Science,2,Male,98.0,12,33,9.24,Placed
1001329,JNTU Hyderabad,MBA,Marketing,3,Male,56.84,19,35,8.76,Placed
1001330,Mumbai University,MCA,Data Science,4,Male,65.88,15,65,7.33,Placed
1001331,Mumbai University,B.Sc,Finance,2,Male,86.98,28,60,6.17,Placed
1001332,Anna University,BBA,Data Science,4,Male,55.84,20,35,7.75,Placed
1001333,Anna University,MBA,Computer Science,1,Male,98.4,28,43,5.88,Placed
1001334,Mumbai University,BBA,Marketing,3,Male,87.47,16,50,7.38,Placed
1001335,Mumbai University,B.Tech,Data Science,2,Female,70.03,10,23,9.9,Not Placed
1001336,Anna University,MBA,Computer Science,1,Male,56.64,15,64,5.99,Placed
1001337,JNTU Hyderabad,B.Com,Data Science,1,Male,65.17,27,44,8.58,Placed
1001338,JNTU Hyderabad,B.Com,Finance,2,Male,58.62,24,38,5.5,Placed
1001339,Delhi University,MBA,Mechanical,1,Male,80.24,14,21,6.35,Not Placed
1001340,Pune University,B.Sc,Mechanical,1,Male,73.94,29,61,9.46,Not Placed
1001341,Anna University,MCA,Marketing,2,Male,99.61,21,48,7.77,Placed
1001342,Pune University,MCA,Computer Science,2,Female,57.06,27,53,9.91,Placed
1001343,Pune University,B.Sc,Civil,1,Male,94.81,21,22,6.63,Placed
1001344,Pune University,MBA,Finance,3,Male,63.74,20,59,8.75,Placed
1001345,Mumbai University,BBA,Mechanical,1,Male,98.28,24,57,9.0,Placed
1001346,Anna University,B.Sc,Marketing,4,Female,95.3,24,32,7.22,Not Placed
1001347,JNTU Hyderabad,MBA,Finance,1,Female,77.3,10,36,4.83,Not Placed
1001348,Mumbai University,B.Com,Finance,2,Male,93.64,28,28,8.67,Placed
1001349,Delhi University,BBA,Computer Science,2,Male,71.68,28,44,9.62,Placed
1001350,Delhi University,BBA,Computer Science,1,Male,67.51,25,51,6.9,Placed
1001351,Pune University,B.Tech,Mechanical,2,Male,88.71,15,28,9.59,Placed
1001352,Delhi University,MBA,Computer Science,1,Male,69.34,24,35,4.14,Placed
1001353,Mumbai University,B.Sc,Marketing,1,Female,85.59,28,36,9.23,Placed
1001354,Anna University,BBA,Civil,1,Female,64.05,23,67,4.68,Not Placed
1001355,Mumbai University,MCA,Marketing,1,Male,83.33,16,37,7.56,Placed
1001356,JNTU Hyderabad,B.Com,Computer Science,4,Male,94.35,27,57,7.74,Placed
1001357,Anna University,B.Com,Data Science,4,Female,96.38,12,68,5.96,Placed
1001358,Delhi University,BBA,Civil,3,Male,76.61,20,26,8.64,Placed
1001359,Delhi University,BBA,Mechanical,1,Female,63.87,20,63,5.82,Placed
1001360,JNTU Hyderabad,B.Com,Data Science,1,Male,93.9,10,25,10.0,Placed
1001361,Pune University,B.Com,Data Science,4,Male,89.26,21,31,4.42,Placed
1001362,Mumbai University,BBA,Data Science,3,Male,77.28,18,49,6.49,Placed
1001363,Mumbai University,BBA,Marketing,2,Male,91.99,19,63,8.73,Not Placed
1001364,Anna University,BBA,Computer Science,4,Male,84.02,17,38,4.4,Placed
1001365,Anna University,B.Tech,Marketing,1,Female,77.46,11,33,5.85,Placed
1001366,Pune University,B.Tech,Computer Science,3,Female,57.27,16,53,4.08,Placed
1001367,Delhi University,MBA,Marketing,4,Female,65.06,12,44,4.73,Placed
1001368,Delhi University,MBA,Data Science,3,Male,87.74,12,38,9.0,Placed
1001369,Anna University,MBA,Civil,1,Male,77.72,28,35,4.02,Not Placed
1001370,JNTU Hyderabad,B.Tech,Mechanical,4,Male,71.5,12,38,7.44,Not Placed
1001371,Anna University,B.Tech,Mechanical,1,Male,62.79,17,23,8.09,Not Placed
