Date,City,State,Avg_Temperature_C,Rainfall_mm,Humidity_%,Wind_Speed_kmph,Weather_Type,Pressure_hPa
2023-02-26,Los Angeles,NY,128.8,3.77,40,4.6,Storm,994
2023-02-27,Los Angeles,IL,128.8,2.41,72,9.1,Sunny,997
2023-02-28,Chicago,CA,143.0,5.91,50,22.4,Storm,1016
2023-03-01,Houston,IL,144.0,0.22,86,12.3,Sunny,1031
2023-03-02,Los Angeles,IL,137.6,2.77,43,13.5,Rainy,993
2023-03-03,Houston,TX,133.0,2.2,77,12.8,Rainy,1017
2023-03-04,Houston,AZ,127.4,0.68,31,14.0,Storm,982
2023-03-05,Chicago,NY,135.1,18.33,57,4.7,Cloudy,1013
2023-03-06,New York,CA,134.5,2.64,38,18.0,Rainy,1015
2023-03-07,Houston,CA,133.2,3.23,37,18.8,Rainy,994
2023-03-08,Los Angeles,AZ,123.9,2.93,57,13.2,Sunny,987
2023-03-09,Los Angeles,AZ,126.0,9.81,66,16.4,Sunny,989
2023-03-10,Houston,AZ,134.7,0.51,65,15.7,Sunny,1024
2023-03-11,New York,AZ,135.5,1.37,64,12.4,Rainy,1006
2023-03-12,Houston,AZ,134.1,5.08,84,17.5,Storm,1026
2023-03-13,Los Angeles,AZ,131.0,5.65,73,15.9,Rainy,1026
2023-03-14,Chicago,IL,135.5,6.73,37,10.4,Sunny,1022
2023-03-15,New York,CA,135.6,2.09,42,15.1,Sunny,1021
2023-03-16,Los Angeles,TX,128.2,1.75,40,1.7,Sunny,986
2023-03-17,New York,NY,124.8,0.87,93,8.9,Rainy,1006
2023-03-18,Los Angeles,AZ,118.2,0.93,90,14.6,Rainy,1014
2023-03-19,Los Angeles,IL,125.6,13.8,63,21.2,Rainy,1004
2023-03-20,Houston,CA,117.1,0.97,46,16.2,Cloudy,984
2023-03-21,Los Angeles,NY,116.6,0.03,40,6.9,Cloudy,1028
2023-03-22,Phoenix,AZ,118.1,13.38,38,6.3,Sunny,995
2023-03-23,Phoenix,IL,121.3,7.95,73,13.1,Cloudy,1017
2023-03-24,Houston,TX,124.6,2.21,62,6.8,Cloudy,1029
2023-03-25,Phoenix,TX,117.1,0.67,60,5.6,Storm,1021
2023-03-26,Chicago,CA,107.4,2.0,56,12.3,Rainy,1010
2023-03-27,Phoenix,NY,114.8,0.91,44,1.8,Sunny,1033
2023-03-28,New York,CA,106.3,0.9,81,24.4,Rainy,985
2023-03-29,Los Angeles,TX,118.5,5.48,55,20.2,Cloudy,1023
2023-03-30,Houston,NY,110.5,3.02,64,21.2,Rainy,994
2023-03-31,Houston,TX,111.8,1.54,32,23.5,Rainy,1010
2023-04-01,Phoenix,CA,112.8,2.51,60,6.0,Sunny,1018
2023-04-02,Houston,IL,114.1,0.34,47,3.2,Cloudy,1019
2023-04-03,Houston,NY,119.8,0.2,84,7.0,Sunny,1006
2023-04-04,Los Angeles,NY,114.8,5.7,92,10.9,Rainy,1003
2023-04-05,Chicago,CA,123.7,0.03,53,11.7,Storm,983
2023-04-06,Phoenix,AZ,125.1,8.6,52,5.9,Rainy,994
2023-04-07,Chicago,CA,122.9,12.88,52,3.9,Sunny,1030
2023-04-08,Los Angeles,AZ,126.9,0.15,39,5.3,Rainy,991
2023-04-09,Chicago,NY,117.4,9.45,49,1.8,Sunny,1028
2023-04-10,Chicago,AZ,121.9,0.01,73,23.2,Sunny,1027
2023-04-11,Houston,NY,120.8,0.04,67,11.3,Cloudy,1034
2023-04-12,Houston,IL,127.7,1.49,93,4.8,Sunny,1012
2023-04-13,Houston,IL,118.1,1.24,31,9.3,Cloudy,989
2023-04-14,New York,IL,122.0,4.22,85,10.2,Sunny,1005
2023-04-15,Los Angeles,NY,110.6,1.1,31,10.3,Storm,1022
2023-04-16,New York,CA,120.2,0.1,85,17.1,Sunny,1007
2023-04-17,Los Angeles,AZ,121.2,7.29,50,5.2,Cloudy,991
2023-04-18,Los Angeles,IL,115.9,1.68,45,18.6,Cloudy,1009
2023-04-19,New York,NY,112.8,1.78,48,21.1,Rainy,981
2023-04-20,New York,TX,116.4,0.44,69,19.5,Sunny,988
2023-04-21,Chicago,IL,112.6,1.1,68,6.6,Cloudy,1007
2023-04-22,Phoenix,AZ,103.3,3.11,43,14.2,Snow,1014
2023-04-23,Houston,TX,108.3,2.62,55,3.1,Sunny,995
2023-04-24,Houston,AZ,103.9,0.47,67,6.1,Cloudy,980
2023-04-25,Los Angeles,TX,107.6,2.37,62,13.1,Rainy,1024
2023-04-26,New York,IL,108.8,3.47,84,3.5,Rainy,1032
2023-04-27,Chicago,NY,107.1,5.69,63,17.7,Sunny,1031
2023-04-28,Houston,CA,110.3,0.11,87,1.8,Storm,1032
2023-04-29,Houston,IL,109.5,0.45,44,24.4,Cloudy,1012
2023-04-30,Phoenix,AZ,108.0,2.77,83,24.5,Cloudy,1032
2023-05-01,Los Angeles,CA,110.3,4.44,53,11.6,Rainy,1000
2023-05-02,Houston,NY,102.9,0.4,46,14.4,Sunny,1005
2023-05-03,Phoenix,TX,110.5,0.89,30,8.7,Sunny,1034
2023-05-04,Houston,TX,110.5,0.76,85,1.3,Cloudy,992
2023-05-05,Phoenix,AZ,106.1,4.41,90,7.6,Sunny,1004
2023-05-06,Chicago,AZ,98.1,4.47,81,2.4,Sunny,1017
2023-05-07,New York,CA,104.7,14.27,57,3.9,Sunny,987
2023-05-08,Chicago,CA,100.2,0.54,53,20.5,Sunny,998
2023-05-09,Houston,NY,109.9,0.47,72,20.5,Snow,1019
2023-05-10,Chicago,AZ,100.1,0.03,48,7.0,Rainy,990
2023-05-11,Chicago,IL,116.3,6.49,75,5.2,Sunny,1005
2023-05-12,Phoenix,NY,113.7,7.22,83,7.0,Cloudy,985
2023-05-13,Chicago,CA,112.6,4.38,85,17.0,Storm,1006
2023-05-14,New York,TX,107.7,4.23,43,21.3,Rainy,1003
2023-05-15,Houston,CA,106.6,0.8,87,17.6,Sunny,983
2023-05-16,New York,AZ,118.4,0.72,90,1.4,Cloudy,1032
2023-05-17,New York,NY,115.7,1.39,66,10.5,Cloudy,1019
2023-05-18,New York,AZ,116.0,0.65,90,19.1,Cloudy,997
2023-05-19,New York,IL,119.6,0.8,39,8.5,Sunny,985
2023-05-20,Phoenix,IL,119.6,10.21,83,3.2,Cloudy,1001
2023-05-21,Phoenix,TX,123.9,0.13,80,13.5,Sunny,991
2023-05-22,Chicago,IL,113.0,1.0,43,16.7,Cloudy,991
2023-05-23,Los Angeles,IL,123.7,1.75,78,22.0,Rainy,1024
2023-05-24,Los Angeles,NY,111.4,0.06,59,16.5,Rainy,994
2023-05-25,Houston,AZ,116.9,2.75,31,3.4,Sunny,981
2023-05-26,New York,CA,115.9,1.4,50,11.1,Sunny,1009
2023-05-27,Houston,CA,117.1,2.63,56,5.9,Cloudy,1033
2023-05-28,Chicago,AZ,119.0,1.42,61,14.0,Rainy,1016
2023-05-29,Houston,CA,127.9,8.47,89,24.2,Sunny,1016
2023-05-30,Houston,TX,121.3,1.22,65,8.2,Cloudy,1019
2023-05-31,Los Angeles,TX,124.9,1.81,82,13.5,Cloudy,1025
2023-06-01,Houston,TX,117.1,3.79,35,14.6,Sunny,989
2023-06-02,Phoenix,TX,112.3,0.27,40,1.9,Rainy,1006
2023-06-03,Phoenix,CA,119.2,1.69,84,4.4,Cloudy,981
2023-06-04,New York,AZ,122.3,5.1,37,1.2,Storm,982
2023-06-05,Phoenix,CA,110.1,4.63,63,9.2,Sunny,1021
2023-06-06,Houston,TX,118.0,0.18,71,5.1,Storm,1024
2023-06-07,Houston,NY,119.2,0.02,37,14.7,Storm,983
2023-06-08,Chicago,TX,130.2,2.39,57,22.0,Snow,1023
2023-06-09,New York,AZ,129.5,0.16,42,11.6,Sunny,992
2023-06-10,New York,CA,128.8,0.39,36,9.5,Sunny,988
2023-06-11,Chicago,IL,121.4,0.35,60,10.3,Rainy,991
2023-06-12,Los Angeles,TX,117.9,0.99,47,23.0,Sunny,983
2023-06-13,Phoenix,AZ,122.2,1.66,38,5.6,Cloudy,1013
2023-06-14,Houston,NY,137.0,1.34,51,7.7,Sunny,996
2023-06-15,Houston,IL,133.9,5.59,59,8.7,Sunny,984
2023-06-16,Los Angeles,IL,128.8,4.65,86,13.2,Sunny,1032
2023-06-17,Los Angeles,IL,125.6,2.47,46,25.0,Storm,1021
2023-06-18,New York,CA,130.0,0.11,84,14.6,Sunny,997
2023-06-19,Phoenix,AZ,118.1,1.93,84,15.8,Sunny,991
2023-06-20,Los Angeles,AZ,123.0,0.33,65,7.5,Sunny,1034
2023-06-21,Chicago,NY,129.4,0.14,52,14.8,Sunny,984
2023-06-22,Houston,NY,126.6,0.59,83,16.7,Sunny,999
2023-06-23,Phoenix,CA,128.4,3.58,71,6.4,Snow,1005
