Date,City,State,Property_Type,Bedrooms,Bathrooms,Area_sqft,Property_Price_USD,Year_Built,Sale_Status
2023-08-21,Miami,CA,Apartment,2,2,2363,958862,1998,Sold
2023-08-22,Los Angeles,CA,Apartment,5,3,2818,960157,1996,Available
2023-08-23,New York,IL,Condo,1,3,1430,962937,2006,Available
2023-08-24,Houston,TX,Townhouse,5,2,3443,960941,1989,Available
2023-08-25,Miami,NY,Apartment,5,3,1141,959607,2022,Available
2023-08-26,Los Angeles,FL,Apartment,4,1,1096,960711,2016,Sold
2023-08-27,Houston,NY,Villa,3,4,1289,961239,1980,Sold
2023-08-28,Houston,TX,Townhouse,1,4,3976,960036,2007,Sold
2023-08-29,New York,IL,Villa,4,2,2252,959872,1989,Available
2023-08-30,Chicago,CA,Villa,2,2,1173,959865,2003,Available
2023-08-31,Chicago,TX,Villa,2,2,1182,961787,1984,Sold
2023-09-01,Miami,CA,Condo,1,1,1936,960045,2020,Sold
2023-09-02,Miami,CA,Apartment,3,4,3833,960776,1996,Sold
2023-09-03,Chicago,NY,Condo,1,4,1946,960008,2020,Sold
2023-09-04,Houston,IL,Apartment,2,2,1194,959720,1984,Sold
2023-09-05,Los Angeles,FL,Condo,3,1,3778,958241,2018,Available
2023-09-06,Chicago,CA,Apartment,5,3,1239,959713,2016,Sold
2023-09-07,Chicago,FL,Condo,1,4,832,961053,2001,Available
2023-09-08,New York,IL,Condo,4,4,2363,961495,2000,Sold
2023-09-09,New York,TX,Condo,5,3,2266,962214,2000,Available
2023-09-10,Chicago,CA,Condo,5,4,2153,962617,2012,Available
2023-09-11,Los Angeles,IL,Condo,2,4,561,962368,2005,Available
2023-09-12,New York,IL,Apartment,3,3,2135,960704,2006,Sold
2023-09-13,Houston,FL,Apartment,1,1,3936,962581,2021,Available
2023-09-14,Miami,TX,Villa,2,4,3637,964212,2009,Sold
2023-09-15,Los Angeles,NY,Villa,3,1,630,965025,1998,Available
2023-09-16,Miami,IL,Villa,4,3,3995,965420,2000,Sold
2023-09-17,Chicago,CA,Villa,5,1,1888,965772,2006,Sold
2023-09-18,Miami,FL,Condo,5,3,953,964360,1988,Sold
2023-09-19,New York,TX,Apartment,3,4,1205,966119,1989,Sold
2023-09-20,Houston,FL,Villa,2,1,3170,964673,2021,Sold
2023-09-21,Houston,NY,Condo,5,2,2423,965358,1989,Sold
2023-09-22,Los Angeles,FL,Villa,3,1,3156,963486,1981,Sold
2023-09-23,Houston,TX,Villa,5,2,3062,963611,1993,Sold
2023-09-24,Houston,IL,Townhouse,3,3,2595,964029,2007,Sold
2023-09-25,Chicago,CA,Apartment,1,1,1220,963576,2016,Sold
2023-09-26,Los Angeles,IL,Condo,3,1,2664,965275,1983,Sold
2023-09-27,Houston,TX,Townhouse,4,4,1579,967943,1987,Available
2023-09-28,Los Angeles,IL,Townhouse,4,1,3897,968998,2005,Sold
2023-09-29,Los Angeles,FL,Condo,2,3,1483,969895,2020,Sold
2023-09-30,New York,CA,Townhouse,5,4,962,968918,1992,Sold
2023-10-01,Miami,FL,Condo,4,2,2230,971362,1981,Available
2023-10-02,Los Angeles,TX,Villa,4,3,3357,973341,1988,Sold
2023-10-03,Los Angeles,TX,Condo,4,3,2957,975216,1987,Sold
2023-10-04,Houston,FL,Apartment,1,3,3074,975063,2015,Sold
2023-10-05,Miami,IL,Villa,3,2,3149,973118,2003,Sold
2023-10-06,Chicago,FL,Condo,3,4,2240,972383,1982,Sold
2023-10-07,Houston,FL,Condo,4,1,1854,971568,2009,Available
2023-10-08,Houston,TX,Apartment,1,3,3383,970797,2010,Sold
2023-10-09,Houston,NY,Villa,1,2,3035,972948,1998,Available
2023-10-10,Los Angeles,CA,Apartment,1,3,1933,973785,2014,Sold
2023-10-11,Houston,CA,Villa,5,2,1171,976028,1991,Sold
2023-10-12,New York,FL,Apartment,5,4,3796,977336,2012,Sold
2023-10-13,Houston,CA,Condo,2,4,3687,975791,2021,Available
2023-10-14,Houston,TX,Villa,5,3,3601,975503,1992,Available
2023-10-15,Miami,TX,Townhouse,3,2,3645,974804,2014,Sold
2023-10-16,New York,FL,Apartment,3,3,3633,975555,2008,Available
2023-10-17,Miami,CA,Apartment,3,3,3213,975087,2009,Sold
2023-10-18,Chicago,FL,Condo,1,2,1974,975016,1985,Available
2023-10-19,New York,FL,Villa,1,4,2686,973587,2011,Sold
2023-10-20,Miami,CA,Apartment,2,2,1487,972538,2008,Available
2023-10-21,New York,FL,Apartment,2,1,1313,971998,2019,Sold
2023-10-22,Miami,IL,Townhouse,3,4,3157,974632,1990,Available
2023-10-23,Miami,IL,Condo,1,3,1865,974103,2004,Sold
2023-10-24,Houston,CA,Condo,4,4,1364,973038,2015,Available
2023-10-25,Chicago,TX,Villa,1,1,2212,971621,2014,Available
2023-10-26,Chicago,IL,Condo,2,2,3466,972730,2022,Sold
2023-10-27,Houston,CA,Townhouse,3,3,664,972109,1993,Sold
2023-10-28,New York,IL,Condo,2,3,577,973909,2015,Sold
2023-10-29,New York,FL,Condo,1,3,960,973572,1991,Available
2023-10-30,Miami,IL,Villa,2,3,2494,972456,2005,Sold
2023-10-31,Los Angeles,FL,Condo,3,2,1166,972783,1983,Sold
2023-11-01,Chicago,IL,Apartment,3,2,1027,973305,1983,Sold
2023-11-02,New York,TX,Townhouse,4,4,3676,972901,1994,Sold
2023-11-03,Miami,TX,Condo,2,2,2703,971467,2021,Sold
2023-11-04,Miami,NY,Villa,1,4,1082,970400,1995,Sold
2023-11-05,Miami,TX,Townhouse,4,2,773,969644,2013,Available
2023-11-06,Houston,NY,Townhouse,1,2,2649,969952,1999,Sold
2023-11-07,Los Angeles,CA,Condo,3,3,2506,970965,2016,Sold
2023-11-08,New York,TX,Villa,1,2,888,969721,2013,Available
2023-11-09,Houston,TX,Villa,4,4,874,968475,1985,Sold
2023-11-10,New York,NY,Villa,1,4,2143,969755,1994,Available
2023-11-11,Miami,CA,Condo,2,4,2723,971850,2008,Sold
2023-11-12,New York,NY,Condo,5,3,1273,971524,1996,Sold
2023-11-13,Chicago,FL,Apartment,5,2,2617,970170,1999,Available
2023-11-14,Houston,CA,Apartment,1,1,3569,971003,1998,Sold
2023-11-15,Chicago,TX,Villa,5,3,3887,971385,2001,Sold
2023-11-16,New York,CA,Condo,4,3,583,971614,2007,Sold
2023-11-17,New York,FL,Apartment,1,2,3608,973414,1983,Sold
2023-11-18,Houston,NY,Villa,4,3,1551,975762,1982,Available
2023-11-19,Los Angeles,FL,Apartment,3,3,897,977845,2018,Available
2023-11-20,Houston,FL,Villa,4,4,705,978434,1985,Sold
2023-11-21,New York,FL,Townhouse,2,3,1605,980234,1981,Available
2023-11-22,New York,FL,Townhouse,4,2,3957,978848,2008,Sold
2023-11-23,Houston,TX,Apartment,5,3,720,979648,2003,Sold
2023-11-24,Miami,FL,Villa,3,2,2086,978273,1989,Sold
2023-11-25,Los Angeles,TX,Apartment,3,4,1494,981089,2000,Available
2023-11-26,Los Angeles,NY,Condo,1,4,2720,979287,1990,Available
2023-11-27,Houston,IL,Townhouse,5,3,743,980043,2001,Sold
2023-11-28,Chicago,FL,Townhouse,2,2,2613,981656,1990,Available
2023-11-29,Chicago,CA,Condo,3,4,2011,981424,2022,Available
2023-11-30,Miami,IL,Townhouse,5,2,3000,981974,2022,Sold
2023-12-01,Miami,CA,Townhouse,3,2,1209,980477,1982,Sold
2023-12-02,Houston,IL,Villa,1,1,998,981694,2010,Sold
2023-12-03,New York,IL,Villa,3,3,1613,979812,2008,Sold
2023-12-04,New York,IL,Villa,5,4,1697,979798,1998,Available
2023-12-05,Houston,FL,Villa,1,4,3095,982248,2000,Sold
2023-12-06,Houston,TX,Townhouse,2,3,2787,981481,2020,Sold
2023-12-07,Houston,TX,Condo,1,4,3535,982138,1990,Available
2023-12-08,Los Angeles,IL,Apartment,1,3,588,981331,1992,Available
2023-12-09,Miami,FL,Villa,1,1,3431,983633,1988,Sold
2023-12-10,Houston,FL,Condo,2,4,2587,984030,2021,Sold
2023-12-11,Miami,CA,Condo,3,4,3368,982979,2011,Available
2023-12-12,Houston,NY,Townhouse,1,3,1743,982720,2006,Sold
2023-12-13,Miami,CA,Condo,3,2,513,983482,2022,Sold
2023-12-14,Los Angeles,TX,Townhouse,4,2,2263,985923,2015,Available
2023-12-15,Houston,CA,Villa,3,1,2658,985310,1983,Sold
2023-12-16,Chicago,IL,Apartment,1,1,2895,984979,1991,Available
2023-12-17,Miami,NY,Villa,2,3,1435,983032,1991,Available
2023-12-18,New York,FL,Townhouse,1,3,1820,985813,2006,Available
2023-12-19,Miami,NY,Condo,2,2,1778,984330,1986,Sold
2023-12-20,Chicago,TX,Villa,4,4,3690,983603,2009,Available
2023-12-21,Los Angeles,NY,Condo,5,3,1693,982957,2000,Sold
2023-12-22,Miami,FL,Apartment,4,2,2599,984216,2018,Sold
2023-12-23,New York,IL,Villa,1,1,1945,985413,2016,Sold
2023-12-24,Los Angeles,TX,Apartment,3,2,1553,986976,1996,Available
2023-12-25,Miami,IL,Townhouse,2,1,1620,986253,2019,Available
2023-12-26,New York,NY,Townhouse,1,1,2071,985776,1999,Sold
2023-12-27,New York,NY,Apartment,4,3,3900,987326,2000,Sold
2023-12-28,Chicago,TX,Townhouse,1,1,3002,989254,1989,Available
2023-12-29,Houston,TX,Villa,1,2,2991,987364,2015,Sold
2023-12-30,Los Angeles,CA,Townhouse,1,1,3799,988172,2002,Available
2023-12-31,Los Angeles,IL,Apartment,4,3,3655,989172,1991,Available
2024-01-01,Chicago,FL,Townhouse,2,1,1937,990370,1992,Available
2024-01-02,New York,FL,Villa,5,2,2461,992669,2009,Available
2024-01-03,Miami,FL,Condo,1,3,3227,995265,2009,Available
2024-01-04,Chicago,IL,Townhouse,3,1,2308,994811,2016,Sold
2024-01-05,Miami,IL,Villa,3,2,2878,994613,2012,Sold
2024-01-06,Houston,FL,Townhouse,4,1,2113,993342,2003,Available
2024-01-07,Chicago,TX,Apartment,1,3,3043,995683,1996,Sold
2024-01-08,Miami,IL,Villa,5,3,2636,997413,2005,Available
2024-01-09,Miami,IL,Villa,5,1,2485,997903,1991,Sold
2024-01-10,Chicago,IL,Villa,4,1,1191,998365,1986,Sold
2024-01-11,Chicago,CA,Villa,2,2,1425,1000553,1996,Available
2024-01-12,New York,IL,Condo,2,4,744,1003099,1980,Available
2024-01-13,Los Angeles,CA,Condo,1,1,1720,1004102,2022,Available
2024-01-14,New York,FL,Apartment,5,3,1204,1005446,1993,Sold
2024-01-15,New York,TX,Villa,4,2,794,1004434,2013,Sold
2024-01-16,Chicago,TX,Villa,1,3,1011,1006529,1994,Sold
2024-01-17,Miami,CA,Townhouse,4,1,3483,1008998,2014,Sold
2024-01-18,New York,IL,Villa,2,3,1394,1010559,2016,Available
2024-01-19,Los Angeles,FL,Condo,4,1,919,1011032,1982,Available
2024-01-20,Houston,CA,Condo,4,3,1734,1010212,2017,Available
2024-01-21,Houston,TX,Apartment,5,4,1916,1009552,2018,Sold
2024-01-22,Houston,IL,Apartment,4,3,2122,1011963,2017,Sold
2024-01-23,Los Angeles,IL,Apartment,1,2,1247,1012863,2007,Available
2024-01-24,Houston,IL,Condo,1,1,3939,1014225,1997,Available
2024-01-25,Chicago,IL,Townhouse,4,3,1027,1012285,1990,Sold
2024-01-26,New York,IL,Villa,5,4,2352,1012760,1999,Available
2024-01-27,Miami,TX,Condo,1,1,650,1012167,1999,Available
2024-01-28,New York,IL,Villa,1,2,890,1010989,1982,Sold
2024-01-29,New York,FL,Townhouse,1,2,2240,1010065,2013,Sold
2024-01-30,Chicago,IL,Townhouse,1,4,2259,1008298,1999,Sold
2024-01-31,New York,NY,Apartment,3,4,3076,1009554,1996,Available
2024-02-01,Miami,FL,Townhouse,5,3,3833,1010511,2020,Sold
2024-02-02,Los Angeles,IL,Apartment,2,3,3829,1012556,2001,Available
2024-02-03,Los Angeles,CA,Apartment,5,2,853,1015334,1985,Available
2024-02-04,Miami,NY,Apartment,1,4,657,1014587,1985,Available
2024-02-05,Los Angeles,FL,Condo,2,1,3612,1016379,1984,Available
2024-02-06,Miami,NY,Apartment,1,1,2105,1017766,1999,Available
2024-02-07,Chicago,CA,Apartment,3,1,1235,1019359,1993,Sold
2024-02-08,Chicago,NY,Villa,3,4,1661,1022128,1987,Sold
2024-02-09,Houston,NY,Apartment,4,2,3275,1020854,1990,Sold
2024-02-10,Chicago,CA,Condo,1,4,1015,1022738,2020,Sold
2024-02-11,New York,CA,Townhouse,3,1,3498,1021811,1996,Sold
2024-02-12,New York,CA,Townhouse,2,2,3108,1019879,2022,Available
2024-02-13,Houston,CA,Townhouse,3,4,2203,1018561,2015,Available
2024-02-14,Los Angeles,FL,Townhouse,1,3,2561,1019482,1994,Available
2024-02-15,Houston,IL,Villa,2,4,1239,1022347,1993,Sold
2024-02-16,New York,CA,Condo,2,3,1136,1021932,1993,Available
2024-02-17,Los Angeles,CA,Villa,4,4,910,1021897,1981,Sold
2024-02-18,New York,FL,Townhouse,3,4,2916,1022956,2012,Available
2024-02-19,Chicago,NY,Condo,2,3,3263,1023565,1983,Sold
2024-02-20,Los Angeles,TX,Villa,1,2,2846,1024922,2012,Sold
2024-02-21,Chicago,FL,Apartment,3,3,1811,1026690,1998,Available
2024-02-22,New York,CA,Villa,3,2,2072,1028500,2020,Sold
2024-02-23,Chicago,CA,Condo,2,4,2152,1027524,2004,Sold
2024-02-24,Chicago,CA,Townhouse,2,1,3086,1027435,2015,Available
2024-02-25,Chicago,FL,Villa,2,3,1974,1026079,2006,Sold
2024-02-26,Chicago,CA,Apartment,5,3,1290,1028873,1993,Sold
2024-02-27,New York,TX,Condo,4,3,3600,1027646,2011,Available
2024-02-28,Miami,IL,Condo,1,3,3059,1026539,2007,Sold
2024-02-29,New York,CA,Condo,4,3,3308,1026258,2012,Sold
2024-03-01,Los Angeles,IL,Apartment,1,1,1031,1029250,2005,Available
2024-03-02,Miami,FL,Apartment,1,2,3130,1032013,2009,Sold
2024-03-03,Chicago,CA,Townhouse,2,4,2244,1034185,2003,Available
2024-03-04,Miami,TX,Townhouse,5,3,1185,1034603,1984,Sold
2024-03-05,New York,CA,Villa,3,3,3706,1036398,2011,Sold
2024-03-06,Los Angeles,FL,Villa,3,3,515,1038594,1991,Available
2024-03-07,New York,IL,Townhouse,5,2,3535,1041023,1995,Sold
2024-03-08,New York,NY,Apartment,5,1,1604,1042818,2005,Available
2024-03-09,Miami,TX,Condo,3,1,2983,1045473,1982,Available
2024-03-10,Miami,FL,Apartment,5,3,1842,1043570,1999,Sold
2024-03-11,Miami,CA,Townhouse,1,4,930,1042853,1996,Sold
2024-03-12,Houston,CA,Townhouse,1,2,2417,1043481,1993,Available
2024-03-13,Los Angeles,CA,Apartment,1,4,2771,1041727,2021,Sold
2024-03-14,Los Angeles,IL,Condo,2,1,2830,1044444,2013,Sold
2024-03-15,New York,CA,Villa,1,4,2145,1042566,1992,Sold
2024-03-16,Houston,NY,Apartment,2,4,3850,1044673,1996,Sold
2024-03-17,New York,IL,Townhouse,1,4,2791,1045896,2014,Available
2024-03-18,New York,IL,Townhouse,5,2,1306,1048625,2007,Sold
2024-03-19,Miami,NY,Apartment,3,4,1309,1047125,2016,Sold
2024-03-20,New York,IL,Condo,4,2,2318,1046639,2017,Available
2024-03-21,Houston,IL,Apartment,4,1,3919,1047321,1981,Sold
2024-03-22,New York,FL,Apartment,3,4,3670,1046660,2013,Available
2024-03-23,Los Angeles,CA,Apartment,1,4,3336,1047113,2004,Available
2024-03-24,New York,FL,Condo,5,1,1093,1045929,2001,Available
2024-03-25,Los Angeles,NY,Apartment,3,4,3383,1047519,2017,Sold
2024-03-26,New York,TX,Condo,3,1,921,1047330,2020,Sold
2024-03-27,Miami,CA,Townhouse,5,4,1089,1045674,2021,Sold
2024-03-28,Los Angeles,TX,Townhouse,2,4,3317,1047930,2011,Sold
2024-03-29,Los Angeles,IL,Apartment,2,2,3106,1050528,2013,Available
2024-03-30,Chicago,FL,Villa,1,3,3056,1048712,1983,Sold
2024-03-31,Los Angeles,FL,Villa,1,4,3310,1049068,2015,Sold
2024-04-01,Houston,IL,Apartment,1,1,2842,1051052,1996,Sold
2024-04-02,New York,CA,Apartment,1,1,3315,1051902,1983,Available
2024-04-03,Los Angeles,IL,Townhouse,3,2,951,1053547,2011,Available
2024-04-04,Miami,CA,Villa,4,3,2355,1053911,2011,Available
2024-04-05,Los Angeles,NY,Townhouse,4,4,3775,1052596,2019,Sold
2024-04-06,Houston,CA,Condo,1,4,2018,1052599,2012,Available
2024-04-07,Chicago,TX,Townhouse,3,4,907,1053387,1990,Available
2024-04-08,Chicago,TX,Villa,2,3,2756,1053550,2018,Sold
2024-04-09,Houston,IL,Apartment,5,1,3407,1056109,2013,Sold
2024-04-10,Chicago,CA,Villa,2,1,3622,1058765,1985,Sold
2024-04-11,Houston,TX,Townhouse,4,2,1139,1060156,1983,Sold
2024-04-12,Miami,TX,Apartment,2,2,3475,1062230,2014,Sold
2024-04-13,Los Angeles,NY,Condo,5,4,1775,1062351,1997,Sold
2024-04-14,Los Angeles,NY,Apartment,1,1,2406,1063841,2000,Sold
2024-04-15,Los Angeles,CA,Condo,4,4,2728,1063201,1989,Sold
2024-04-16,New York,CA,Townhouse,4,3,3396,1061257,1988,Sold
2024-04-17,New York,NY,Townhouse,5,1,1619,1061571,2014,Available
2024-04-18,Chicago,NY,Apartment,1,3,3342,1063002,2012,Available
2024-04-19,New York,IL,Condo,2,3,1348,1062301,1990,Available
2024-04-20,New York,FL,Apartment,1,1,3239,1063200,2008,Sold
2024-04-21,Los Angeles,TX,Townhouse,1,3,1503,1061245,1981,Available
2024-04-22,Houston,IL,Townhouse,2,3,1571,1063593,1999,Sold
2024-04-23,Chicago,IL,Apartment,5,4,3128,1064549,2012,Available
2024-04-24,Chicago,FL,Townhouse,5,3,649,1066755,2017,Sold
2024-04-25,Los Angeles,IL,Condo,5,2,2206,1069174,2017,Sold
2024-04-26,Miami,FL,Apartment,3,4,856,1069446,2001,Sold
2024-04-27,Miami,FL,Condo,3,2,3247,1071139,1993,Available
2024-04-28,Houston,FL,Townhouse,2,3,3796,1072831,2004,Sold
2024-04-29,Chicago,CA,Villa,1,1,887,1071148,2005,Sold
2024-04-30,Los Angeles,NY,Villa,4,4,1251,1071001,2000,Sold
2024-05-01,Houston,FL,Townhouse,3,4,3824,1073342,2002,Sold
2024-05-02,Miami,TX,Apartment,1,3,630,1073572,1994,Available
2024-05-03,Miami,NY,Villa,1,1,3071,1072507,1995,Available
2024-05-04,Chicago,CA,Villa,2,2,3804,1071162,1990,Sold
2024-05-05,New York,FL,Villa,3,4,3788,1069955,1991,Sold
2024-05-06,Miami,IL,Townhouse,4,4,2033,1068267,2003,Sold
2024-05-07,Miami,IL,Villa,4,1,3133,1068266,1980,Sold
2024-05-08,Houston,CA,Apartment,4,2,2197,1070263,2010,Available
2024-05-09,Los Angeles,IL,Condo,3,2,2256,1069135,1985,Sold
2024-05-10,Miami,TX,Villa,4,2,1872,1070639,1991,Sold
2024-05-11,New York,IL,Condo,5,3,1736,1071670,2016,Available
2024-05-12,New York,CA,Apartment,2,2,3731,1070666,2012,Available
2024-05-13,Los Angeles,IL,Villa,5,3,2587,1071490,2019,Sold
2024-05-14,Houston,CA,Condo,2,3,3858,1073451,1982,Sold
2024-05-15,Los Angeles,IL,Townhouse,5,3,885,1075398,2007,Sold
2024-05-16,Houston,TX,Condo,2,2,3883,1073651,2013,Sold
2024-05-17,Houston,IL,Apartment,3,2,1393,1075498,1984,Sold
2024-05-18,Miami,NY,Villa,1,1,2237,1077635,1990,Sold
2024-05-19,Chicago,NY,Apartment,1,1,2172,1077730,2015,Available
2024-05-20,New York,CA,Villa,2,4,2929,1076365,2019,Available
2024-05-21,Houston,CA,Apartment,1,3,3058,1078009,2016,Available
2024-05-22,Los Angeles,IL,Apartment,3,3,3590,1079072,1982,Available
2024-05-23,Los Angeles,IL,Townhouse,5,1,3978,1078875,2004,Available
2024-05-24,Chicago,FL,Villa,1,4,571,1078472,1996,Sold
2024-05-25,Miami,NY,Townhouse,1,1,1238,1077665,2013,Available
2024-05-26,Chicago,CA,Villa,4,4,2642,1078063,1989,Sold
2024-05-27,Houston,FL,Townhouse,5,3,2727,1076709,2021,Sold
2024-05-28,Los Angeles,TX,Condo,2,3,1509,1077540,1996,Available
2024-05-29,Chicago,IL,Townhouse,3,4,691,1079376,2006,Sold
2024-05-30,Chicago,FL,Condo,5,3,1464,1080252,2021,Sold
2024-05-31,Los Angeles,FL,Villa,1,2,1681,1078552,2001,Sold
2024-06-01,Los Angeles,FL,Townhouse,5,2,2541,1078663,2014,Sold
2024-06-02,Los Angeles,NY,Condo,3,4,1022,1076741,2012,Available
2024-06-03,Miami,CA,Villa,4,3,2887,1076706,1989,Sold
2024-06-04,Chicago,NY,Apartment,5,2,513,1077175,1982,Available
2024-06-05,Miami,FL,Apartment,3,3,3861,1080115,2017,Sold
2024-06-06,Los Angeles,IL,Villa,2,3,3710,1079774,2019,Sold
2024-06-07,New York,TX,Condo,5,3,1856,1082555,2008,Sold
2024-06-08,Chicago,TX,Villa,5,3,1650,1081245,2020,Available
2024-06-09,Houston,IL,Condo,3,2,3441,1083482,2001,Sold
2024-06-10,Los Angeles,CA,Apartment,3,2,1670,1085803,2003,Sold
2024-06-11,Houston,TX,Condo,4,1,3185,1087613,2015,Sold
2024-06-12,Miami,CA,Townhouse,1,2,1502,1086297,2015,Sold
2024-06-13,Chicago,IL,Townhouse,3,3,1985,1084430,2001,Available
2024-06-14,Los Angeles,TX,Apartment,3,1,3839,1086226,2013,Available
2024-06-15,Miami,CA,Townhouse,1,2,799,1086061,2002,Sold
2024-06-16,Houston,IL,Condo,5,4,3335,1084536,2002,Available
2024-06-17,Los Angeles,FL,Apartment,3,2,1348,1084530,1981,Available
2024-06-18,Chicago,IL,Condo,4,1,3734,1086726,1991,Sold
2024-06-19,Miami,TX,Apartment,2,3,1015,1088357,2020,Available
2024-06-20,New York,TX,Condo,3,3,872,1088940,1984,Sold
2024-06-21,Chicago,FL,Condo,2,4,1794,1091002,1986,Available
2024-06-22,Chicago,CA,Condo,3,2,2710,1090249,1996,Sold
2024-06-23,New York,FL,Apartment,2,3,3585,1092821,1999,Available
2024-06-24,Houston,CA,Townhouse,5,2,507,1094324,2015,Sold
2024-06-25,Houston,FL,Villa,3,1,569,1094164,1988,Sold
2024-06-26,Los Angeles,TX,Villa,5,2,2600,1095679,2017,Sold
2024-06-27,Miami,FL,Apartment,3,1,1751,1094064,2010,Sold
2024-06-28,Miami,CA,Villa,1,2,2086,1095139,1986,Sold
2024-06-29,Miami,TX,Apartment,4,2,3668,1094439,1990,Sold
2024-06-30,Houston,FL,Apartment,1,3,3607,1094769,2015,Available
2024-07-01,Los Angeles,NY,Apartment,4,3,3561,1097060,1992,Available
2024-07-02,Miami,FL,Condo,4,4,1687,1098887,2015,Sold
2024-07-03,Chicago,FL,Townhouse,2,2,2724,1100365,1992,Available
2024-07-04,Los Angeles,IL,Townhouse,4,3,3069,1101162,2016,Sold
2024-07-05,Chicago,CA,Condo,3,2,3194,1102671,1980,Sold
2024-07-06,Chicago,FL,Townhouse,4,3,1881,1104371,2022,Sold
2024-07-07,New York,IL,Townhouse,4,2,2319,1105464,2011,Sold
2024-07-08,Chicago,CA,Apartment,4,4,1126,1106533,2006,Sold
2024-07-09,Miami,CA,Condo,1,1,2363,1105797,1988,Sold
2024-07-10,Chicago,CA,Townhouse,4,1,1533,1106144,2009,Sold
2024-07-11,Houston,CA,Villa,5,3,2167,1109122,1985,Sold
2024-07-12,Los Angeles,NY,Villa,4,3,3444,1109519,2011,Sold
2024-07-13,Houston,IL,Condo,5,2,2818,1110927,2000,Sold
2024-07-14,Houston,IL,Apartment,5,1,2338,1113841,1980,Available
2024-07-15,Miami,NY,Villa,5,1,799,1112968,2013,Sold
2024-07-16,Houston,IL,Townhouse,5,2,520,1112803,1991,Available
2024-07-17,Los Angeles,CA,Villa,1,2,3430,1112330,1983,Sold
2024-07-18,New York,CA,Condo,1,4,3437,1111840,2007,Available
2024-07-19,New York,FL,Townhouse,4,4,1475,1114448,2015,Available
2024-07-20,Miami,NY,Condo,4,2,3443,1114245,1986,Sold
2024-07-21,New York,CA,Apartment,5,4,1983,1116293,1985,Sold
2024-07-22,Chicago,TX,Condo,2,2,1251,1119273,2016,Available
2024-07-23,Houston,FL,Villa,2,1,2248,1120681,2021,Sold
2024-07-24,Chicago,IL,Villa,2,4,2648,1122854,2010,Available
2024-07-25,Houston,IL,Townhouse,2,3,2218,1124607,2009,Sold
2024-07-26,Los Angeles,NY,Condo,4,4,3060,1124595,2000,Available
2024-07-27,Houston,TX,Townhouse,2,1,2422,1123926,1992,Available
2024-07-28,Chicago,CA,Condo,3,4,1818,1123857,2013,Sold
2024-07-29,Chicago,FL,Villa,2,1,3041,1124114,2004,Available
2024-07-30,Miami,IL,Condo,1,3,3218,1123706,2013,Available
2024-07-31,Los Angeles,IL,Apartment,2,1,1178,1123811,2002,Sold
2024-08-01,Chicago,CA,Apartment,2,3,3131,1125975,1989,Available
2024-08-02,Los Angeles,TX,Apartment,1,1,1870,1124504,2003,Sold
2024-08-03,Miami,CA,Apartment,1,1,980,1125723,2019,Sold
2024-08-04,Houston,IL,Condo,4,3,1923,1126138,1988,Sold
2024-08-05,Chicago,TX,Villa,4,1,3485,1124501,2003,Sold
2024-08-06,Houston,IL,Apartment,5,3,2125,1127179,1984,Sold
2024-08-07,New York,NY,Apartment,5,4,2907,1126081,2002,Sold
2024-08-08,Chicago,CA,Apartment,1,2,3668,1124929,2005,Sold
2024-08-09,Houston,TX,Villa,4,3,3616,1123644,2010,Sold
2024-08-10,Chicago,FL,Condo,3,3,557,1122766,1983,Sold
2024-08-11,Miami,TX,Apartment,1,3,3060,1121621,2010,Sold
2024-08-12,Chicago,CA,Condo,2,1,1697,1121577,2009,Available
2024-08-13,New York,IL,Apartment,5,4,1370,1119768,2013,Sold
2024-08-14,New York,TX,Townhouse,2,3,3594,1121204,1987,Available
2024-08-15,New York,CA,Apartment,5,4,3671,1120019,2005,Available
2024-08-16,Los Angeles,FL,Villa,2,3,1118,1119759,2019,Sold
2024-08-17,Los Angeles,CA,Condo,1,3,956,1121519,1984,Available
2024-08-18,Chicago,TX,Townhouse,4,3,830,1120591,2003,Available
2024-08-19,Miami,CA,Condo,2,4,3277,1122475,2001,Available
2024-08-20,Los Angeles,NY,Townhouse,1,1,3647,1120888,1993,Sold
2024-08-21,New York,IL,Apartment,3,3,3495,1122853,2005,Available
2024-08-22,Los Angeles,IL,Townhouse,3,2,3399,1125023,2001,Sold
2024-08-23,Miami,TX,Condo,5,2,3998,1125903,2007,Available
2024-08-24,Miami,NY,Condo,3,1,1134,1126455,1996,Sold
2024-08-25,Los Angeles,CA,Condo,1,2,1235,1128359,2009,Available
2024-08-26,Miami,FL,Townhouse,2,1,840,1131327,1994,Available
2024-08-27,Houston,CA,Apartment,4,3,3454,1130843,2018,Sold
2024-08-28,Chicago,TX,Apartment,2,4,1072,1128914,2009,Sold
2024-08-29,New York,FL,Villa,4,1,1255,1129461,1999,Sold
2024-08-30,Chicago,FL,Condo,5,4,3336,1130261,2004,Available
2024-08-31,Los Angeles,TX,Condo,3,4,1056,1130789,1991,Available
2024-09-01,Los Angeles,FL,Villa,4,4,1424,1131307,2021,Sold
