"Date","Company","Open","High","Low","Close","Volume","Market_Sentiment","News_Impact"
"2017-10-08","Microsoft",494.3,495.46,491.67,494.18,4170003,"Positive","High"
"2017-10-09","Tesla",491.49,493.98,489.17,491.57,2428260,"Positive","Low"
"2017-10-10","Microsoft",490.79,493.56,488.27,490.77,2993496,"Positive","Medium"
"2017-10-11","Google",490.45,491.06,488.6,488.7,726936,"Negative","Low"
"2017-10-12","Apple",490.16,492.08,486.17,489.04,628783,"Negative","Medium"
"2017-10-13","Microsoft",487.81,489.25,486.73,487.68,2879469,"Positive","Medium"
"2017-10-14","Microsoft",487.28,490.95,487.01,488.83,1384301,"Neutral","Low"
"2017-10-15","Google",492.29,494.89,488.88,491.8,2115172,"Positive","Medium"
"2017-10-16","Google",495.5,498.37,491.65,493.19,3710221,"Neutral","Medium"
"2017-10-17","Apple",491.78,493.63,488.83,489.51,979129,"Neutral","High"
"2017-10-18","Google",491.58,495.66,489.82,492.73,4437302,"Negative","Medium"
"2017-10-19","Google",492.07,492.84,490.19,492.4,667299,"Positive","Low"
"2017-10-20","Google",492.4,496.13,489.7,494.97,4738702,"Neutral","Low"
"2017-10-21","Amazon",495.04,497.84,492.47,496.53,2062900,"Positive","Medium"
"2017-10-22","Tesla",496.42,499.12,494.41,496.37,809850,"Positive","High"
"2017-10-23","Google",497.17,499.26,496,496.95,2462690,"Positive","Low"
"2017-10-24","Microsoft",496.03,501.42,493.88,499.91,3647019,"Neutral","High"
"2017-10-25","Amazon",501.31,504.78,501.12,502.5,4354243,"Positive","Low"
"2017-10-26","Tesla",503.71,506.01,500.05,501.2,2819553,"Positive","Medium"
"2017-10-27","Apple",498.29,499.51,496.65,498.64,2886842,"Neutral","Medium"
"2017-10-28","Amazon",500.89,503.02,499.24,501.71,3183504,"Positive","Low"
"2017-10-29","Amazon",502.18,503.81,501.52,501.61,3983579,"Neutral","Medium"
"2017-10-30","Google",498.69,499.12,497.82,498.08,4017412,"Neutral","High"
"2017-10-31","Google",497.17,498.59,496.06,497.56,4524914,"Negative","Medium"
"2017-11-01","Google",494.05,496.89,492.86,495.79,1169862,"Neutral","Medium"
"2017-11-02","Tesla",497.91,498.35,494.35,494.76,1627705,"Positive","Medium"
"2017-11-03","Microsoft",495.32,497.81,494.09,495.21,1813135,"Neutral","Low"
"2017-11-04","Apple",493.2,499.18,490.9,496.67,2105594,"Negative","Low"
"2017-11-05","Apple",496.03,498.91,494.24,497.81,2899797,"Negative","Low"
"2017-11-06","Apple",494.49,494.9,492.47,494.59,2739303,"Neutral","Low"
"2017-11-07","Microsoft",497.77,499.05,497.67,498.41,3763945,"Positive","Medium"
"2017-11-08","Google",502.56,505.16,499.73,501.67,2867871,"Positive","Low"
"2017-11-09","Amazon",499.26,501.98,497.66,499.55,1706745,"Positive","Medium"
"2017-11-10","Microsoft",496.44,496.59,493.14,494.83,3446635,"Positive","Low"
"2017-11-11","Microsoft",494.01,495.49,492.22,493.52,2318515,"Negative","Low"
"2017-11-12","Microsoft",495.85,500.08,494.64,498.81,1801268,"Negative","High"
"2017-11-13","Microsoft",498.75,500.03,495.76,499.37,1757155,"Positive","High"
"2017-11-14","Microsoft",503.57,504.14,500.27,502.98,4576850,"Negative","Medium"
"2017-11-15","Microsoft",502.2,504.72,499.07,500.53,1696306,"Positive","Medium"
"2017-11-16","Microsoft",503.37,505.92,500.58,503.98,4605976,"Positive","Low"
"2017-11-17","Amazon",501.46,501.76,499.84,501.33,1705443,"Positive","Medium"
"2017-11-18","Google",504.29,506.78,502.34,504.85,629047,"Negative","High"
"2017-11-19","Apple",501.42,501.43,497.16,499.47,4966009,"Positive","Low"
"2017-11-20","Google",500.08,502.68,498.25,499.5,918785,"Negative","High"
"2017-11-21","Microsoft",497.71,500.44,496.84,498.7,743587,"Positive","Medium"
"2017-11-22","Tesla",497.6,499.94,496.73,498.95,1945560,"Neutral","Low"
"2017-11-23","Amazon",497.69,501.35,496.28,499.33,4506124,"Positive","Medium"
"2017-11-24","Amazon",500.21,502.49,497.09,498.36,677004,"Positive","High"
"2017-11-25","Apple",496.25,497.29,496.06,497.12,1804985,"Positive","Medium"
"2017-11-26","Apple",496.49,497.66,493.18,494.44,2644486,"Neutral","Medium"
"2017-11-27","Tesla",492.15,493.94,491.23,492.88,4667050,"Neutral","Low"
"2017-11-28","Apple",494.42,495.07,493.32,494.53,3711285,"Negative","Low"
"2017-11-29","Amazon",494.44,494.94,491.61,494.2,4642893,"Positive","Low"
"2017-11-30","Google",495.9,497.59,491.63,492.2,1189861,"Positive","Low"
"2017-12-01","Google",494.28,496.4,491,493.44,1482569,"Positive","Low"
"2017-12-02","Google",493.89,494.36,492.63,494.21,4441679,"Positive","Medium"
"2017-12-03","Amazon",493.49,495.91,492.13,495.04,1550410,"Positive","Medium"
"2017-12-04","Apple",492.44,494.82,491.26,492.9,3480076,"Positive","Medium"
"2017-12-05","Apple",494.24,496.38,492.35,493.05,3840030,"Positive","Medium"
"2017-12-06","Microsoft",495.96,498.87,492.9,495.45,3462752,"Positive","Medium"
"2017-12-07","Microsoft",492.4,495.62,489.8,492.67,2360927,"Positive","Low"
"2017-12-08","Google",491.27,495.33,489.2,492.49,3608999,"Negative","Medium"
"2017-12-09","Apple",493.49,496.43,492.61,493.55,3056172,"Neutral","Medium"
"2017-12-10","Amazon",494.19,494.79,491.24,493.57,685373,"Positive","Low"
"2017-12-11","Microsoft",498.66,501.25,497.95,499.69,1642761,"Positive","Low"
"2017-12-12","Amazon",495.83,497.97,493.8,496.26,2631317,"Neutral","Low"
"2017-12-13","Amazon",494.11,496.97,493.34,495.27,2814055,"Positive","High"
"2017-12-14","Microsoft",499.22,500.3,495.32,497.21,3492703,"Positive","Medium"
"2017-12-15","Apple",493.67,494.62,493.16,493.49,1178999,"Negative","Medium"
"2017-12-16","Amazon",497.64,497.9,492.39,495.17,2082705,"Positive","Medium"
"2017-12-17","Amazon",492.17,497.62,490.51,495.78,4039009,"Neutral","Low"
"2017-12-18","Google",492.33,493.62,490.02,492.58,4353491,"Positive","Low"
"2017-12-19","Microsoft",494.94,496.19,493.31,494.38,4105167,"Neutral","Low"
"2017-12-20","Microsoft",498.53,501.39,497.75,498.16,3846914,"Negative","High"
"2017-12-21","Google",501.52,502.72,498.83,500.54,4567451,"Positive","Medium"
"2017-12-22","Apple",497.73,501.3,495.94,498.4,3619045,"Neutral","Low"
"2017-12-23","Amazon",495.35,499.29,494.07,497.39,4181456,"Negative","Medium"
"2017-12-24","Amazon",494.96,497.42,493.07,493.82,3686336,"Neutral","Medium"
"2017-12-25","Amazon",494.5,498.11,492.33,495.19,1686275,"Neutral","Medium"
"2017-12-26","Tesla",497.38,497.44,494.49,494.78,2672585,"Negative","Low"
"2017-12-27","Tesla",495.44,497.89,494.73,497.04,2794546,"Negative","Low"
"2017-12-28","Tesla",497.99,500.83,494.63,497.18,1708371,"Positive","Medium"
"2017-12-29","Amazon",495.85,499.35,495.78,497.11,2002945,"Positive","Medium"
"2017-12-30","Apple",494.61,496.51,491.14,492.55,1215672,"Neutral","Medium"
"2017-12-31","Microsoft",492,495.51,490.61,494.31,3490027,"Positive","Low"
"2018-01-01","Microsoft",491.93,493.19,489.18,491.5,609338,"Positive","High"
"2018-01-02","Amazon",494.26,497.02,492.44,493.9,3653494,"Neutral","Medium"
"2018-01-03","Amazon",493.75,495.35,490.98,494.44,3306450,"Positive","Medium"
"2018-01-04","Microsoft",495.54,497.99,494.32,495.16,1704353,"Positive","Medium"
"2018-01-05","Google",494.76,495.98,493.15,494.62,1989519,"Neutral","Medium"
"2018-01-06","Tesla",491.56,492.93,490.14,492,1950636,"Neutral","Medium"
"2018-01-07","Apple",491.56,494.83,489.38,493.81,4452147,"Positive","High"
"2018-01-08","Microsoft",494.02,496.75,490.63,493.05,2347039,"Positive","Low"
"2018-01-09","Apple",490.52,492.23,489.14,490.6,3096872,"Neutral","Medium"
"2018-01-10","Google",495.9,497.18,492.03,494.75,541525,"Positive","Medium"
"2018-01-11","Tesla",497.71,497.78,496.28,497.75,1887727,"Neutral","Medium"
"2018-01-12","Apple",499.17,501.51,498.09,499.86,1040383,"Neutral","High"
"2018-01-13","Amazon",500.04,503.02,497.78,498.99,1570968,"Negative","High"
"2018-01-14","Tesla",504.69,505.24,502.3,504.02,1999929,"Positive","High"
"2018-01-15","Microsoft",502.64,505.68,499.71,504.6,1635518,"Positive","Medium"
"2018-01-16","Microsoft",504.02,506.68,503.88,505.46,1200506,"Positive","Low"
"2018-01-17","Apple",504.49,507.33,502.7,502.79,4091562,"Positive","Medium"
"2018-01-18","Tesla",507.17,510.2,505.7,508.83,4899788,"Positive","Low"
"2018-01-19","Microsoft",505.04,509.84,504.85,507.43,2494973,"Positive","Medium"
"2018-01-20","Microsoft",509.22,510.21,506.74,507.24,3014788,"Neutral","Low"
"2018-01-21","Tesla",510.58,511.79,508.61,509.02,4965751,"Negative","Medium"
"2018-01-22","Apple",514.65,515.4,513.83,514.98,4236398,"Positive","Low"
"2018-01-23","Amazon",509.3,511.13,506.5,510.12,2264397,"Negative","High"
"2018-01-24","Google",509.81,511.94,508.92,509.41,3646767,"Positive","Medium"
"2018-01-25","Microsoft",512.29,515.11,511.66,512.1,850371,"Positive","Medium"
"2018-01-26","Apple",516.99,519.85,512.78,515.59,3013150,"Negative","Medium"
"2018-01-27","Amazon",514.47,515.33,512.44,514.32,2993403,"Negative","Medium"
"2018-01-28","Microsoft",513.26,515.89,511.02,515.68,3079952,"Positive","Medium"
"2018-01-29","Apple",516.08,518.47,513.78,517.99,2642786,"Neutral","Low"
"2018-01-30","Microsoft",518.29,520.19,517.53,518.36,3358635,"Negative","Medium"
"2018-01-31","Amazon",519.86,522.27,519.43,519.48,4964657,"Neutral","High"
"2018-02-01","Apple",521.59,524.1,518.92,519.02,3324060,"Positive","Low"
"2018-02-02","Tesla",522.96,525.27,521.92,524.01,2253022,"Positive","Medium"
"2018-02-03","Google",524.26,525.03,518.66,521.11,593649,"Neutral","High"
"2018-02-04","Microsoft",523.24,524.97,522.59,523.31,2283090,"Positive","Low"
"2018-02-05","Microsoft",523.89,524.95,522.31,524.44,3466529,"Negative","Low"
"2018-02-06","Google",527.94,530.45,527.18,527.99,4790726,"Neutral","Low"
"2018-02-07","Tesla",525.9,527.43,523.85,527.41,2982263,"Neutral","High"
"2018-02-08","Apple",527.19,532.86,524.75,530.08,3647813,"Negative","Low"
"2018-02-09","Apple",526.5,529.81,526.05,529.04,3209308,"Neutral","Low"
"2018-02-10","Tesla",530.09,531.8,529.61,530.98,1561035,"Positive","High"
"2018-02-11","Tesla",533.08,533.08,531.83,532.67,2262230,"Positive","Low"
"2018-02-12","Tesla",531.22,533.68,529.35,531.78,4054165,"Positive","Low"
"2018-02-13","Apple",535.37,536.09,533.79,535.18,1066409,"Positive","High"
"2018-02-14","Google",532.53,534.4,532.06,532.12,725171,"Positive","Low"
"2018-02-15","Apple",534.12,535.29,530.62,532.94,2988409,"Positive","Medium"
"2018-02-16","Tesla",537.83,539.76,534.6,537.16,4709501,"Positive","Medium"
"2018-02-17","Microsoft",533.21,534.15,530.68,533.91,1257221,"Positive","Low"
"2018-02-18","Apple",533.82,536.67,530.42,532.59,1199174,"Positive","Low"
"2018-02-19","Google",534.71,539.8,532.68,537.18,2239082,"Neutral","Low"
"2018-02-20","Tesla",537.36,538.42,536.32,536.66,3633421,"Positive","High"
"2018-02-21","Amazon",536.37,540.03,534.14,537.37,2238578,"Positive","High"
"2018-02-22","Tesla",540.5,543.02,538.75,539.26,1165085,"Positive","Low"
"2018-02-23","Apple",543.01,543.47,540.34,543.09,4693266,"Positive","Low"
"2018-02-24","Google",545.74,546.19,543.55,545,1798950,"Positive","Medium"
"2018-02-25","Tesla",544.64,546.79,541.85,544.15,1428604,"Positive","Medium"
"2018-02-26","Microsoft",547.33,549.11,546.63,548.79,950418,"Positive","Low"
"2018-02-27","Apple",550.64,552.44,548.88,549.05,814965,"Neutral","Medium"
"2018-02-28","Apple",551.54,555.85,549.99,554.87,3372168,"Negative","Medium"
"2018-03-01","Apple",549.12,553.18,547.15,550.31,1608595,"Neutral","Low"
"2018-03-02","Microsoft",545.55,547.63,545.43,547.06,1082134,"Positive","High"
"2018-03-03","Microsoft",542.97,545.47,541.36,542.99,4796405,"Neutral","Low"
"2018-03-04","Apple",541.81,542.16,539.87,541.18,4653727,"Neutral","Low"
"2018-03-05","Apple",544.79,546.96,543.56,544.22,2721288,"Neutral","Medium"
"2018-03-06","Microsoft",541.88,544.33,540.98,541.83,1700571,"Negative","Medium"
"2018-03-07","Amazon",540.74,542.04,536.89,539.29,2551480,"Neutral","Low"
"2018-03-08","Microsoft",538.69,542.28,538.62,541.56,4323637,"Neutral","Medium"
"2018-03-09","Microsoft",543.84,544.09,539.29,542.2,4946863,"Positive","Low"
"2018-03-10","Apple",546.76,547.01,540.34,543.01,2596218,"Neutral","Medium"
"2018-03-11","Amazon",547.06,549.21,544.1,547.14,4885044,"Positive","Low"
"2018-03-12","Amazon",545.88,549.4,544.1,548.19,4415019,"Neutral","Low"
"2018-03-13","Microsoft",549.3,551.05,547.69,548.25,4188580,"Negative","Medium"
"2018-03-14","Microsoft",550.89,554.57,549.46,551.92,4167782,"Neutral","Low"
"2018-03-15","Microsoft",551.25,554.22,550.61,550.87,2903645,"Positive","Medium"
"2018-03-16","Google",555.1,556.99,553.15,555.47,1233166,"Positive","Low"
"2018-03-17","Tesla",552.93,554.57,551.95,552.7,2583543,"Positive","Medium"
"2018-03-18","Tesla",551.17,554.74,550.5,552.77,4950635,"Positive","Low"
"2018-03-19","Apple",552.09,556.84,551.42,553.84,1023517,"Positive","Low"
"2018-03-20","Microsoft",552.55,554.64,550.51,551.97,2386100,"Positive","Medium"
"2018-03-21","Apple",554.71,558.29,552.75,556.16,2554031,"Positive","High"
"2018-03-22","Microsoft",553.37,554.12,549.36,550.21,3699763,"Negative","High"
"2018-03-23","Tesla",554.38,554.39,549.93,551.89,4383168,"Positive","Low"
"2018-03-24","Microsoft",553.19,553.49,550.87,552.42,4129824,"Neutral","Low"
"2018-03-25","Apple",554.96,556.69,553.07,553.87,1079734,"Positive","Low"
"2018-03-26","Microsoft",553.9,556.38,552.07,554.44,2451716,"Negative","Low"
"2018-03-27","Tesla",553.14,556,551.91,554.29,3431235,"Negative","High"
"2018-03-28","Microsoft",556.24,558.42,555.07,558.26,4913902,"Neutral","Medium"
"2018-03-29","Microsoft",556.22,557.08,553.03,553.42,2009292,"Positive","Medium"
"2018-03-30","Tesla",555.6,558.03,551.69,554.17,1107036,"Neutral","Low"
"2018-03-31","Microsoft",553.48,555.56,550.64,551.74,881124,"Neutral","Medium"
"2018-04-01","Google",551.27,552.53,547.3,549.16,4588226,"Negative","Low"
"2018-04-02","Apple",555.11,556.17,552.63,555.65,4526598,"Neutral","Low"
"2018-04-03","Google",552.07,555.86,549.21,554.77,4693129,"Positive","Medium"
"2018-04-04","Amazon",553.47,553.63,551.81,552.41,4911083,"Negative","Medium"
"2018-04-05","Tesla",555.49,555.95,552.55,554.57,3848611,"Positive","Low"
"2018-04-06","Apple",551.72,554.26,548.6,550.58,2803531,"Neutral","Low"
"2018-04-07","Amazon",550.44,553.28,547.62,548.26,730974,"Positive","Low"
"2018-04-08","Apple",548.75,551.23,548.17,548.39,3311165,"Neutral","Low"
"2018-04-09","Apple",544.68,545.52,543.73,544.57,1077783,"Positive","High"
"2018-04-10","Apple",543.21,543.47,540.54,543.46,4578767,"Neutral","Medium"
"2018-04-11","Microsoft",546.72,549.08,546.43,547.79,2358226,"Neutral","Low"
"2018-04-12","Apple",546.22,546.65,544.74,546.25,1934377,"Neutral","Low"
"2018-04-13","Amazon",550.2,550.67,548.75,549.18,607311,"Neutral","Medium"
"2018-04-14","Amazon",548.12,549.71,546.89,548.44,573000,"Neutral","High"
"2018-04-15","Amazon",545.29,548.93,544.78,548.78,3014692,"Neutral","High"
"2018-04-16","Amazon",552.3,552.4,549.36,550.56,3457187,"Neutral","Medium"
"2018-04-17","Microsoft",555.26,557.71,550.11,552.6,2426904,"Negative","Low"
"2018-04-18","Microsoft",553.1,555.11,549.29,551.95,2784060,"Positive","Medium"
"2018-04-19","Google",555.04,555.94,552.87,554.55,1172674,"Positive","High"
"2018-04-20","Apple",554.32,557.4,552.56,555.44,2751948,"Positive","Medium"
"2018-04-21","Amazon",552.86,554.83,550.21,552.8,535889,"Neutral","Low"
"2018-04-22","Microsoft",554.73,557.77,553.24,555.44,862310,"Positive","Low"
"2018-04-23","Amazon",557.7,560.09,554.85,558.02,3764059,"Neutral","Medium"
"2018-04-24","Amazon",559.77,560.2,558.05,559.66,4883607,"Positive","Medium"
"2018-04-25","Amazon",558.79,559.35,555.99,557.33,4223196,"Positive","High"
"2018-04-26","Microsoft",554.13,555.68,551.31,555.45,4092039,"Neutral","Low"
"2018-04-27","Google",554.86,556.19,553.65,554.26,3494771,"Positive","Medium"
"2018-04-28","Apple",556.83,558.48,555.58,558.38,708611,"Positive","Low"
"2018-04-29","Google",560.64,564.37,558.75,561.51,3650893,"Positive","Medium"
"2018-04-30","Apple",562.19,567.28,559.41,565.04,3567748,"Negative","Medium"
"2018-05-01","Apple",564.49,569.27,561.51,566.63,4839281,"Positive","Low"
"2018-05-02","Apple",564.09,566.59,561.92,562.01,2804160,"Neutral","Medium"
"2018-05-03","Amazon",563.84,567.79,561.08,566.95,3921533,"Neutral","Medium"
"2018-05-04","Amazon",569.34,571.4,565.69,568.2,883264,"Positive","High"
"2018-05-05","Apple",566.44,566.68,565.31,566.43,4244033,"Neutral","Medium"
"2018-05-06","Apple",562.05,565.13,560.86,563.72,1379613,"Positive","Medium"
"2018-05-07","Microsoft",559.58,561.51,557.59,560.38,3518084,"Negative","Medium"
"2018-05-08","Microsoft",559.01,561.65,557.25,558.89,4256771,"Positive","High"
"2018-05-09","Google",558.39,559.64,557.79,558.6,4300044,"Positive","Low"
"2018-05-10","Google",563.89,566.05,560.9,562.77,1464654,"Positive","Low"
"2018-05-11","Amazon",562.14,564.42,560.89,562.75,3644026,"Neutral","Low"
"2018-05-12","Google",560.04,563.32,559.67,561.38,4846715,"Negative","High"
"2018-05-13","Apple",561.69,564.18,560.1,560.84,4203211,"Positive","High"
"2018-05-14","Apple",562.58,565.57,561.74,563.69,3033270,"Positive","Low"
"2018-05-15","Google",564.72,568.36,563.76,566.87,4499940,"Negative","High"
"2018-05-16","Google",561.52,562.22,560.32,560.98,3900174,"Positive","Medium"
"2018-05-17","Apple",562.84,564.99,560.44,560.6,4924915,"Positive","Low"
"2018-05-18","Amazon",565.23,566.59,562.32,565.91,3948491,"Positive","Low"
"2018-05-19","Amazon",566.21,567.45,562.39,564.69,562626,"Positive","High"
"2018-05-20","Amazon",568.8,569.33,565.2,567.47,1003727,"Positive","Medium"
"2018-05-21","Apple",565.08,566.8,565.07,565.92,4189054,"Positive","Medium"
"2018-05-22","Google",564.05,567.94,561.86,565.36,2360382,"Positive","Medium"
"2018-05-23","Apple",567.99,569.67,564.38,567.22,3915937,"Neutral","Medium"
"2018-05-24","Microsoft",570.15,576.8,567.63,573.97,909129,"Positive","High"
"2018-05-25","Apple",573.25,574.43,570.99,573.39,2032657,"Positive","Medium"
"2018-05-26","Google",573.87,575.95,569.12,570.76,3410112,"Positive","Medium"
"2018-05-27","Amazon",569.9,572.71,567.76,569.09,1444051,"Neutral","Medium"
"2018-05-28","Amazon",572.68,574.88,570.1,573.28,1444689,"Positive","Low"
"2018-05-29","Google",570.91,571.66,569.55,571.64,3729869,"Neutral","Low"
"2018-05-30","Microsoft",576.56,578,574.22,575.13,4591345,"Positive","Medium"
"2018-05-31","Microsoft",576.55,579.28,573.67,575.7,4917292,"Neutral","High"
"2018-06-01","Amazon",577.14,581.99,576.37,579.11,505739,"Negative","Medium"
"2018-06-02","Amazon",581.77,584.37,578.79,580.24,1244171,"Neutral","Low"
"2018-06-03","Google",583.05,585.97,583,585.18,3601524,"Positive","Low"
"2018-06-04","Google",590.53,592.09,587.56,588.17,2813007,"Negative","Medium"
"2018-06-05","Microsoft",591.96,592.8,589.97,590.75,4669018,"Positive","Low"
"2018-06-06","Google",588.54,591.39,587.32,591.31,3864235,"Positive","High"
"2018-06-07","Microsoft",588.04,590.61,585.49,589.21,2049546,"Neutral","Low"
"2018-06-08","Google",591.8,593.24,589.37,591.63,3876568,"Negative","High"
"2018-06-09","Amazon",594.32,596.72,593.11,593.27,3822624,"Positive","Low"
"2018-06-10","Google",592.48,594.56,590.74,591.11,1811934,"Neutral","Low"
"2018-06-11","Tesla",588.32,592.45,587.13,590.1,4232180,"Neutral","Low"
"2018-06-12","Microsoft",588.69,589.96,586.92,589.07,2992804,"Neutral","Medium"
"2018-06-13","Tesla",591.8,593.19,590.93,591.02,4427160,"Positive","Medium"
"2018-06-14","Amazon",595.86,598.65,595.34,595.54,2419246,"Positive","Low"
"2018-06-15","Apple",598.49,600.91,595.32,598.06,3671294,"Positive","Low"
"2018-06-16","Tesla",595.43,596.92,594.21,596.8,3037554,"Positive","High"
"2018-06-17","Tesla",593.61,595.05,592.63,594.33,3890895,"Neutral","Medium"
